,continent,location,date,new_cases,new_deaths,monthly_total_vaccination,monthly_people_vaccinated
0,Africa,Algeria,2020-02,1.0,0.0,0.0,0.0
1,Africa,Algeria,2020-03,715.0,44.0,0.0,0.0
2,Africa,Algeria,2020-04,3290.0,406.0,0.0,0.0
3,Africa,Algeria,2020-05,5388.0,203.0,0.0,0.0
4,Africa,Algeria,2020-06,4513.0,259.0,0.0,0.0
5,Africa,Algeria,2020-07,16487.0,298.0,0.0,0.0
6,Africa,Algeria,2020-08,14100.0,300.0,0.0,0.0
7,Africa,Algeria,2020-09,7036.0,226.0,0.0,0.0
8,Africa,Algeria,2020-10,6412.0,228.0,0.0,0.0
9,Africa,Algeria,2020-11,25257.0,467.0,0.0,0.0
10,Africa,Algeria,2020-12,16411.0,325.0,0.0,0.0
11,Africa,Algeria,2021-01,7729.0,135.0,30.0,30.0
12,Africa,Algeria,2021-02,5753.0,92.0,74970.0,74970.0
13,Africa,Algeria,2021-03,4100.0,110.0,0.0,0.0
14,Africa,Algeria,2021-04,4916.0,160.0,0.0,0.0
15,Africa,Algeria,2021-05,6805.0,219.0,0.0,0.0
16,Africa,Algeria,2021-06,10713.0,244.0,0.0,0.0
17,Africa,Algeria,2021-07,31766.0,538.0,0.0,0.0
18,Africa,Algeria,2021-08,24688.0,1015.0,4071091.0,3346279.0
19,Africa,Algeria,2021-09,7279.0,543.0,5903887.0,2595757.0
20,Africa,Algeria,2021-10,3093.0,108.0,1129376.0,347291.0
21,Africa,Algeria,2021-11,4079.0,151.0,1113706.0,510676.0
22,Africa,Algeria,2021-12,7901.0,205.0,252296.0,185734.0
23,Africa,Algeria,2022-01,33685.0,303.0,429189.0,187050.0
24,Africa,Algeria,2022-02,12819.0,256.0,657138.0,208574.0
25,Africa,Algeria,2022-03,735.0,39.0,73212.0,5571.0
26,Africa,Algeria,2022-04,101.0,1.0,0.0,0.0
27,Africa,Angola,2020-03,7.0,2.0,0.0,0.0
28,Africa,Angola,2020-04,20.0,0.0,0.0,0.0
29,Africa,Angola,2020-05,59.0,2.0,0.0,0.0
30,Africa,Angola,2020-06,198.0,9.0,0.0,0.0
31,Africa,Angola,2020-07,864.0,39.0,0.0,0.0
32,Africa,Angola,2020-08,1506.0,56.0,0.0,0.0
33,Africa,Angola,2020-09,2318.0,75.0,0.0,0.0
34,Africa,Angola,2020-10,5833.0,104.0,0.0,0.0
35,Africa,Angola,2020-11,4334.0,64.0,0.0,0.0
36,Africa,Angola,2020-12,2414.0,57.0,0.0,0.0
37,Africa,Angola,2021-01,2243.0,61.0,0.0,0.0
38,Africa,Angola,2021-02,1011.0,42.0,0.0,0.0
39,Africa,Angola,2021-03,1504.0,29.0,130750.0,130750.0
40,Africa,Angola,2021-04,4341.0,59.0,325599.0,325599.0
41,Africa,Angola,2021-05,7899.0,170.0,452866.0,222685.0
42,Africa,Angola,2021-06,4298.0,134.0,579077.0,264267.0
43,Africa,Angola,2021-07,3928.0,111.0,104245.0,15072.0
44,Africa,Angola,2021-08,4767.0,206.0,249031.0,152185.0
45,Africa,Angola,2021-09,9039.0,320.0,1292569.0,1016847.0
46,Africa,Angola,2021-10,7850.0,173.0,3030082.0,2370867.0
47,Africa,Angola,2021-11,735.0,23.0,2862091.0,1767772.0
48,Africa,Angola,2021-12,16425.0,37.0,2588834.0,1419373.0
49,Africa,Angola,2022-01,16523.0,125.0,2973291.0,2028129.0
50,Africa,Angola,2022-02,625.0,5.0,1671171.0,877718.0
51,Africa,Angola,2022-03,428.0,0.0,1275805.0,643795.0
52,Africa,Angola,2022-04,118.0,0.0,1221482.0,564778.0
53,Africa,Benin,2020-03,9.0,0.0,0.0,0.0
54,Africa,Benin,2020-04,55.0,1.0,0.0,0.0
55,Africa,Benin,2020-05,377.0,2.0,0.0,0.0
56,Africa,Benin,2020-06,967.0,18.0,0.0,0.0
57,Africa,Benin,2020-07,606.0,15.0,0.0,0.0
58,Africa,Benin,2020-08,340.0,4.0,0.0,0.0
59,Africa,Benin,2020-09,212.0,1.0,0.0,0.0
60,Africa,Benin,2020-10,286.0,0.0,0.0,0.0
61,Africa,Benin,2020-11,372.0,2.0,0.0,0.0
62,Africa,Benin,2020-12,236.0,1.0,0.0,0.0
63,Africa,Benin,2021-01,642.0,8.0,0.0,0.0
64,Africa,Benin,2021-02,1541.0,18.0,0.0,0.0
65,Africa,Benin,2021-03,1666.0,20.0,0.0,0.0
66,Africa,Benin,2021-04,721.0,9.0,0.0,0.0
67,Africa,Benin,2021-05,237.0,2.0,12934.0,12516.0
68,Africa,Benin,2021-06,141.0,3.0,33174.0,23672.0
69,Africa,Benin,2021-07,195.0,4.0,11778.0,7189.0
70,Africa,Benin,2021-08,4972.0,20.0,15113.0,7374.0
71,Africa,Benin,2021-09,10524.0,31.0,101105.0,101948.0
72,Africa,Benin,2021-10,859.0,2.0,103510.0,86076.0
73,Africa,Benin,2021-11,101.0,0.0,549647.0,536106.0
74,Africa,Benin,2021-12,85.0,0.0,946331.0,924903.0
75,Africa,Benin,2022-01,1515.0,2.0,364730.0,340009.0
76,Africa,Benin,2022-02,117.0,0.0,650298.0,551790.0
77,Africa,Benin,2022-03,385.0,0.0,271815.0,185662.0
78,Africa,Benin,2022-04,0.0,0.0,52484.0,287943.0
79,Africa,Botswana,2020-03,4.0,1.0,0.0,0.0
80,Africa,Botswana,2020-04,19.0,0.0,0.0,0.0
81,Africa,Botswana,2020-05,12.0,0.0,0.0,0.0
82,Africa,Botswana,2020-06,192.0,0.0,0.0,0.0
83,Africa,Botswana,2020-07,577.0,1.0,0.0,0.0
84,Africa,Botswana,2020-08,829.0,4.0,0.0,0.0
85,Africa,Botswana,2020-09,1539.0,10.0,0.0,0.0
86,Africa,Botswana,2020-10,3470.0,8.0,0.0,0.0
87,Africa,Botswana,2020-11,4100.0,10.0,0.0,0.0
88,Africa,Botswana,2020-12,4063.0,8.0,0.0,0.0
89,Africa,Botswana,2021-01,6488.0,92.0,0.0,0.0
90,Africa,Botswana,2021-02,7078.0,176.0,0.0,0.0
91,Africa,Botswana,2021-03,11477.0,258.0,0.0,0.0
92,Africa,Botswana,2021-04,7086.0,144.0,49882.0,49882.0
93,Africa,Botswana,2021-05,8039.0,137.0,96843.0,96843.0
94,Africa,Botswana,2021-06,14707.0,276.0,103620.0,12138.0
95,Africa,Botswana,2021-07,37010.0,444.0,114792.0,78912.0
96,Africa,Botswana,2021-08,50237.0,692.0,69507.0,14947.0
97,Africa,Botswana,2021-09,22293.0,107.0,194960.0,142105.0
98,Africa,Botswana,2021-10,7374.0,38.0,314311.0,281515.0
99,Africa,Botswana,2021-11,8474.0,12.0,184180.0,94537.0
100,Africa,Botswana,2021-12,24441.0,26.0,0.0,0.0
101,Africa,Botswana,2022-01,33527.0,137.0,0.0,0.0
102,Africa,Botswana,2022-02,10914.0,38.0,294428.0,651644.0
103,Africa,Botswana,2022-03,41576.0,67.0,1094737.0,32252.0
104,Africa,Botswana,2022-04,333.0,2.0,0.0,0.0
105,Africa,Burkina Faso,2020-03,261.0,14.0,0.0,0.0
106,Africa,Burkina Faso,2020-04,384.0,29.0,0.0,0.0
107,Africa,Burkina Faso,2020-05,202.0,10.0,0.0,0.0
108,Africa,Burkina Faso,2020-06,115.0,0.0,0.0,0.0
109,Africa,Burkina Faso,2020-07,144.0,0.0,0.0,0.0
110,Africa,Burkina Faso,2020-08,262.0,2.0,0.0,0.0
111,Africa,Burkina Faso,2020-09,688.0,3.0,0.0,0.0
112,Africa,Burkina Faso,2020-10,444.0,9.0,0.0,0.0
113,Africa,Burkina Faso,2020-11,386.0,1.0,0.0,0.0
114,Africa,Burkina Faso,2020-12,3821.0,17.0,0.0,0.0
115,Africa,Burkina Faso,2021-01,3975.0,35.0,0.0,0.0
116,Africa,Burkina Faso,2021-02,1300.0,22.0,0.0,0.0
117,Africa,Burkina Faso,2021-03,735.0,4.0,0.0,0.0
118,Africa,Burkina Faso,2021-04,593.0,11.0,0.0,0.0
119,Africa,Burkina Faso,2021-05,124.0,9.0,0.0,0.0
120,Africa,Burkina Faso,2021-06,45.0,2.0,25833.0,25833.0
121,Africa,Burkina Faso,2021-07,94.0,1.0,0.0,0.0
122,Africa,Burkina Faso,2021-08,204.0,2.0,82966.0,82966.0
123,Africa,Burkina Faso,2021-09,466.0,13.0,145746.0,125691.0
124,Africa,Burkina Faso,2021-10,550.0,30.0,367805.0,90629.0
125,Africa,Burkina Faso,2021-11,1207.0,72.0,39446.0,39446.0
126,Africa,Burkina Faso,2021-12,1632.0,32.0,391534.0,607811.0
127,Africa,Burkina Faso,2022-01,2992.0,48.0,205920.0,196721.0
128,Africa,Burkina Faso,2022-02,127.0,9.0,1061206.0,944343.0
129,Africa,Burkina Faso,2022-03,102.0,7.0,49031.0,18440.0
130,Africa,Burkina Faso,2022-04,12.0,1.0,71430.0,26825.0
131,Africa,Burundi,2020-03,2.0,0.0,0.0,0.0
132,Africa,Burundi,2020-04,9.0,1.0,0.0,0.0
133,Africa,Burundi,2020-05,52.0,0.0,0.0,0.0
134,Africa,Burundi,2020-06,107.0,0.0,0.0,0.0
135,Africa,Burundi,2020-07,217.0,0.0,0.0,0.0
136,Africa,Burundi,2020-08,58.0,0.0,0.0,0.0
137,Africa,Burundi,2020-09,63.0,0.0,0.0,0.0
138,Africa,Burundi,2020-10,77.0,0.0,0.0,0.0
139,Africa,Burundi,2020-11,103.0,0.0,0.0,0.0
140,Africa,Burundi,2020-12,130.0,1.0,0.0,0.0
141,Africa,Burundi,2021-01,814.0,0.0,0.0,0.0
142,Africa,Burundi,2021-02,577.0,1.0,0.0,0.0
143,Africa,Burundi,2021-03,601.0,3.0,0.0,0.0
144,Africa,Burundi,2021-04,1185.0,0.0,0.0,0.0
145,Africa,Burundi,2021-05,795.0,0.0,0.0,0.0
146,Africa,Burundi,2021-06,662.0,2.0,0.0,0.0
147,Africa,Burundi,2021-07,1628.0,1.0,0.0,0.0
148,Africa,Burundi,2021-08,4914.0,29.0,0.0,0.0
149,Africa,Burundi,2021-09,5734.0,0.0,0.0,0.0
150,Africa,Burundi,2021-10,2311.0,0.0,615.0,615.0
151,Africa,Burundi,2021-11,376.0,0.0,1755.0,977.0
152,Africa,Burundi,2021-12,6951.0,0.0,5173.0,2418.0
153,Africa,Burundi,2022-01,10066.0,0.0,857.0,2390.0
154,Africa,Burundi,2022-02,695.0,0.0,1248.0,1595.0
155,Africa,Burundi,2022-03,382.0,0.0,0.0,0.0
156,Africa,Burundi,2022-04,1125.0,0.0,1435.0,3088.0
157,Africa,Cameroon,2020-03,193.0,6.0,0.0,0.0
158,Africa,Cameroon,2020-04,1639.0,55.0,0.0,0.0
159,Africa,Cameroon,2020-05,4072.0,130.0,0.0,0.0
160,Africa,Cameroon,2020-06,6688.0,122.0,0.0,0.0
161,Africa,Cameroon,2020-07,4663.0,78.0,0.0,0.0
162,Africa,Cameroon,2020-08,1887.0,20.0,0.0,0.0
163,Africa,Cameroon,2020-09,1696.0,7.0,0.0,0.0
164,Africa,Cameroon,2020-10,955.0,8.0,0.0,0.0
165,Africa,Cameroon,2020-11,2652.0,11.0,0.0,0.0
166,Africa,Cameroon,2020-12,1832.0,11.0,0.0,0.0
167,Africa,Cameroon,2021-01,3340.0,14.0,0.0,0.0
168,Africa,Cameroon,2021-02,6097.0,89.0,0.0,0.0
169,Africa,Cameroon,2021-03,11955.0,170.0,0.0,0.0
170,Africa,Cameroon,2021-04,24581.0,386.0,11000.0,11000.0
171,Africa,Cameroon,2021-05,6679.0,168.0,64215.0,52404.0
172,Africa,Cameroon,2021-06,1929.0,49.0,35109.0,24929.0
173,Africa,Cameroon,2021-07,1206.0,10.0,221551.0,191654.0
174,Africa,Cameroon,2021-08,1361.0,16.0,96380.0,69398.0
175,Africa,Cameroon,2021-09,8878.0,109.0,41086.0,35672.0
176,Africa,Cameroon,2021-10,10196.0,227.0,34022.0,31798.0
177,Africa,Cameroon,2021-11,4295.0,105.0,450012.0,360483.0
178,Africa,Cameroon,2021-12,2573.0,60.0,66632.0,56774.0
179,Africa,Cameroon,2022-01,7351.0,29.0,4326.0,3748.0
180,Africa,Cameroon,2022-02,2522.0,43.0,243192.0,230744.0
181,Africa,Cameroon,2022-03,304.0,4.0,291143.0,280183.0
182,Africa,Cameroon,2022-04,236.0,0.0,261528.0,195433.0
183,Africa,Cape Verde,2020-03,6.0,1.0,0.0,0.0
184,Africa,Cape Verde,2020-04,115.0,0.0,0.0,0.0
185,Africa,Cape Verde,2020-05,314.0,3.0,0.0,0.0
186,Africa,Cape Verde,2020-06,792.0,11.0,0.0,0.0
187,Africa,Cape Verde,2020-07,1224.0,8.0,0.0,0.0
188,Africa,Cape Verde,2020-08,1433.0,17.0,0.0,0.0
189,Africa,Cape Verde,2020-09,2140.0,20.0,0.0,0.0
190,Africa,Cape Verde,2020-10,2769.0,35.0,0.0,0.0
191,Africa,Cape Verde,2020-11,1968.0,10.0,0.0,0.0
192,Africa,Cape Verde,2020-12,1079.0,8.0,0.0,0.0
193,Africa,Cape Verde,2021-01,2230.0,21.0,0.0,0.0
194,Africa,Cape Verde,2021-02,1330.0,13.0,0.0,0.0
195,Africa,Cape Verde,2021-03,2070.0,21.0,2184.0,2184.0
196,Africa,Cape Verde,2021-04,6412.0,49.0,0.0,0.0
197,Africa,Cape Verde,2021-05,6557.0,47.0,22198.0,19479.0
198,Africa,Cape Verde,2021-06,2018.0,22.0,58069.0,54727.0
199,Africa,Cape Verde,2021-07,1334.0,12.0,76995.0,64886.0
200,Africa,Cape Verde,2021-08,1563.0,15.0,149555.0,94882.0
201,Africa,Cape Verde,2021-09,2222.0,26.0,105299.0,47957.0
202,Africa,Cape Verde,2021-10,639.0,10.0,97328.0,9519.0
203,Africa,Cape Verde,2021-11,155.0,1.0,32447.0,3364.0
204,Africa,Cape Verde,2021-12,3362.0,3.0,27055.0,5804.0
205,Africa,Cape Verde,2022-01,13963.0,44.0,40485.0,18775.0
206,Africa,Cape Verde,2022-02,191.0,5.0,93228.0,30753.0
207,Africa,Cape Verde,2022-03,66.0,0.0,23234.0,2203.0
208,Africa,Cape Verde,2022-04,58.0,0.0,0.0,0.0
209,Africa,Central African Republic,2020-03,3.0,0.0,0.0,0.0
210,Africa,Central African Republic,2020-04,47.0,0.0,0.0,0.0
211,Africa,Central African Republic,2020-05,961.0,2.0,0.0,0.0
212,Africa,Central African Republic,2020-06,2734.0,45.0,0.0,0.0
213,Africa,Central African Republic,2020-07,863.0,12.0,0.0,0.0
214,Africa,Central African Republic,2020-08,103.0,3.0,0.0,0.0
215,Africa,Central African Republic,2020-09,118.0,0.0,0.0,0.0
216,Africa,Central African Republic,2020-10,37.0,0.0,0.0,0.0
217,Africa,Central African Republic,2020-11,47.0,1.0,0.0,0.0
218,Africa,Central African Republic,2020-12,50.0,0.0,0.0,0.0
219,Africa,Central African Republic,2021-01,18.0,0.0,0.0,0.0
220,Africa,Central African Republic,2021-02,23.0,0.0,0.0,0.0
221,Africa,Central African Republic,2021-03,157.0,4.0,0.0,0.0
222,Africa,Central African Republic,2021-04,1250.0,21.0,0.0,0.0
223,Africa,Central African Republic,2021-05,680.0,10.0,18408.0,18408.0
224,Africa,Central African Republic,2021-06,50.0,0.0,24236.0,24236.0
225,Africa,Central African Republic,2021-07,10.0,0.0,0.0,0.0
226,Africa,Central African Republic,2021-08,4145.0,2.0,0.0,0.0
227,Africa,Central African Republic,2021-09,75.0,0.0,164360.0,154459.0
228,Africa,Central African Republic,2021-10,147.0,0.0,178553.0,132524.0
229,Africa,Central African Republic,2021-11,190.0,1.0,36939.0,32671.0
230,Africa,Central African Republic,2021-12,455.0,0.0,14276.0,12798.0
231,Africa,Central African Republic,2022-01,1756.0,9.0,215362.0,197815.0
232,Africa,Central African Republic,2022-02,306.0,3.0,203601.0,202265.0
233,Africa,Central African Republic,2022-03,424.0,0.0,965763.0,148377.0
234,Africa,Central African Republic,2022-04,0.0,0.0,0.0,0.0
235,Africa,Chad,2020-03,7.0,0.0,0.0,0.0
236,Africa,Chad,2020-04,66.0,5.0,0.0,0.0
237,Africa,Chad,2020-05,705.0,60.0,0.0,0.0
238,Africa,Chad,2020-06,88.0,9.0,0.0,0.0
239,Africa,Chad,2020-07,70.0,1.0,0.0,0.0
240,Africa,Chad,2020-08,77.0,2.0,0.0,0.0
241,Africa,Chad,2020-09,187.0,8.0,0.0,0.0
242,Africa,Chad,2020-10,283.0,13.0,0.0,0.0
243,Africa,Chad,2020-11,205.0,3.0,0.0,0.0
244,Africa,Chad,2020-12,425.0,3.0,0.0,0.0
245,Africa,Chad,2021-01,1263.0,14.0,0.0,0.0
246,Africa,Chad,2021-02,597.0,22.0,0.0,0.0
247,Africa,Chad,2021-03,560.0,24.0,0.0,0.0
248,Africa,Chad,2021-04,284.0,6.0,0.0,0.0
249,Africa,Chad,2021-05,114.0,3.0,0.0,0.0
250,Africa,Chad,2021-06,20.0,1.0,9799.0,9799.0
251,Africa,Chad,2021-07,22.0,0.0,20181.0,12646.0
252,Africa,Chad,2021-08,19.0,0.0,25618.0,17884.0
253,Africa,Chad,2021-09,46.0,0.0,98444.0,83097.0
254,Africa,Chad,2021-10,31.0,0.0,72801.0,43367.0
255,Africa,Chad,2021-11,38.0,1.0,31775.0,19001.0
256,Africa,Chad,2021-12,596.0,6.0,27304.0,19465.0
257,Africa,Chad,2022-01,1452.0,9.0,106235.0,49588.0
258,Africa,Chad,2022-02,100.0,0.0,11835.0,16184.0
259,Africa,Chad,2022-03,55.0,1.0,1236454.0,613660.0
260,Africa,Chad,2022-04,101.0,2.0,650706.0,1275040.0
261,Africa,Comoros,2020-04,1.0,0.0,0.0,0.0
262,Africa,Comoros,2020-05,105.0,2.0,0.0,0.0
263,Africa,Comoros,2020-06,197.0,5.0,0.0,0.0
264,Africa,Comoros,2020-07,75.0,0.0,0.0,0.0
265,Africa,Comoros,2020-08,45.0,0.0,0.0,0.0
266,Africa,Comoros,2020-09,56.0,0.0,0.0,0.0
267,Africa,Comoros,2020-10,66.0,0.0,0.0,0.0
268,Africa,Comoros,2020-11,66.0,0.0,0.0,0.0
269,Africa,Comoros,2020-12,212.0,3.0,0.0,0.0
270,Africa,Comoros,2021-01,1903.0,83.0,0.0,0.0
271,Africa,Comoros,2021-02,845.0,51.0,0.0,0.0
272,Africa,Comoros,2021-03,125.0,2.0,0.0,0.0
273,Africa,Comoros,2021-04,138.0,0.0,13440.0,13440.0
274,Africa,Comoros,2021-05,47.0,0.0,66583.0,29700.0
275,Africa,Comoros,2021-06,55.0,0.0,4337.0,0.0
276,Africa,Comoros,2021-07,92.0,1.0,41600.0,41600.0
277,Africa,Comoros,2021-08,40.0,0.0,90163.0,90025.0
278,Africa,Comoros,2021-09,73.0,0.0,136512.0,15872.0
279,Africa,Comoros,2021-10,118.0,0.0,55157.0,55057.0
280,Africa,Comoros,2021-11,242.0,3.0,115464.0,36252.0
281,Africa,Comoros,2021-12,2014.0,7.0,58291.0,53462.0
282,Africa,Comoros,2022-01,1317.0,4.0,16453.0,5694.0
283,Africa,Comoros,2022-02,201.0,0.0,39961.0,0.0
284,Africa,Comoros,2022-03,53.0,0.0,0.0,0.0
285,Africa,Comoros,2022-04,19.0,0.0,0.0,0.0
286,Africa,Congo,2020-03,19.0,0.0,0.0,0.0
287,Africa,Congo,2020-04,201.0,9.0,0.0,0.0
288,Africa,Congo,2020-05,391.0,11.0,0.0,0.0
289,Africa,Congo,2020-06,476.0,17.0,0.0,0.0
290,Africa,Congo,2020-07,2113.0,17.0,0.0,0.0
291,Africa,Congo,2020-08,779.0,24.0,0.0,0.0
292,Africa,Congo,2020-09,1110.0,42.0,0.0,0.0
293,Africa,Congo,2020-10,201.0,3.0,0.0,0.0
294,Africa,Congo,2020-11,484.0,2.0,0.0,0.0
295,Africa,Congo,2020-12,1333.0,14.0,0.0,0.0
296,Africa,Congo,2021-01,780.0,9.0,0.0,0.0
297,Africa,Congo,2021-02,933.0,11.0,0.0,0.0
298,Africa,Congo,2021-03,861.0,7.0,0.0,0.0
299,Africa,Congo,2021-04,997.0,9.0,14297.0,14297.0
300,Africa,Congo,2021-05,980.0,9.0,23971.0,23971.0
301,Africa,Congo,2021-06,938.0,12.0,77842.0,77842.0
302,Africa,Congo,2021-07,590.0,13.0,82588.0,16561.0
303,Africa,Congo,2021-08,402.0,5.0,91589.0,52141.0
304,Africa,Congo,2021-09,656.0,10.0,56326.0,45760.0
305,Africa,Congo,2021-10,3079.0,65.0,63403.0,59277.0
306,Africa,Congo,2021-11,1647.0,96.0,215563.0,206794.0
307,Africa,Congo,2021-12,1119.0,13.0,133312.0,126243.0
308,Africa,Congo,2022-01,3616.0,4.0,0.0,0.0
309,Africa,Congo,2022-02,315.0,7.0,53870.0,52979.0
310,Africa,Congo,2022-03,51.0,7.0,684097.0,139913.0
311,Africa,Congo,2022-04,8.0,0.0,0.0,0.0
312,Africa,Cote d'Ivoire,2020-03,179.0,1.0,0.0,0.0
313,Africa,Cote d'Ivoire,2020-04,1096.0,13.0,0.0,0.0
314,Africa,Cote d'Ivoire,2020-05,1558.0,19.0,0.0,0.0
315,Africa,Cote d'Ivoire,2020-06,6666.0,35.0,0.0,0.0
316,Africa,Cote d'Ivoire,2020-07,6548.0,34.0,0.0,0.0
317,Africa,Cote d'Ivoire,2020-08,2020.0,15.0,0.0,0.0
318,Africa,Cote d'Ivoire,2020-09,1657.0,3.0,0.0,0.0
319,Africa,Cote d'Ivoire,2020-10,992.0,6.0,0.0,0.0
320,Africa,Cote d'Ivoire,2020-11,615.0,6.0,0.0,0.0
321,Africa,Cote d'Ivoire,2020-12,1193.0,5.0,0.0,0.0
322,Africa,Cote d'Ivoire,2021-01,5909.0,17.0,0.0,0.0
323,Africa,Cote d'Ivoire,2021-02,4355.0,38.0,0.0,0.0
324,Africa,Cote d'Ivoire,2021-03,11135.0,52.0,40153.0,40153.0
325,Africa,Cote d'Ivoire,2021-04,2147.0,42.0,108884.0,108884.0
326,Africa,Cote d'Ivoire,2021-05,1256.0,19.0,392412.0,392412.0
327,Africa,Cote d'Ivoire,2021-06,1013.0,8.0,215664.0,215664.0
328,Africa,Cote d'Ivoire,2021-07,1830.0,16.0,251131.0,251131.0
329,Africa,Cote d'Ivoire,2021-08,5534.0,112.0,173043.0,173043.0
330,Africa,Cote d'Ivoire,2021-09,4584.0,183.0,285990.0,12590.0
331,Africa,Cote d'Ivoire,2021-10,1044.0,71.0,1765670.0,1120198.0
332,Africa,Cote d'Ivoire,2021-11,427.0,9.0,612841.0,355357.0
333,Africa,Cote d'Ivoire,2021-12,9280.0,10.0,3267445.0,2281343.0
334,Africa,Cote d'Ivoire,2022-01,9714.0,71.0,477876.0,257862.0
335,Africa,Cote d'Ivoire,2022-02,765.0,8.0,1967872.0,603930.0
336,Africa,Cote d'Ivoire,2022-03,258.0,3.0,805507.0,1299278.0
337,Africa,Cote d'Ivoire,2022-04,168.0,3.0,1507992.0,815868.0
338,Africa,Democratic Republic of Congo,2020-03,98.0,8.0,0.0,0.0
339,Africa,Democratic Republic of Congo,2020-04,474.0,23.0,0.0,0.0
340,Africa,Democratic Republic of Congo,2020-05,2498.0,41.0,0.0,0.0
341,Africa,Democratic Republic of Congo,2020-06,3969.0,98.0,0.0,0.0
342,Africa,Democratic Republic of Congo,2020-07,2031.0,45.0,0.0,0.0
343,Africa,Democratic Republic of Congo,2020-08,1027.0,43.0,0.0,0.0
344,Africa,Democratic Republic of Congo,2020-09,562.0,14.0,0.0,0.0
345,Africa,Democratic Republic of Congo,2020-10,647.0,35.0,0.0,0.0
346,Africa,Democratic Republic of Congo,2020-11,1466.0,26.0,0.0,0.0
347,Africa,Democratic Republic of Congo,2020-12,4886.0,258.0,0.0,0.0
348,Africa,Democratic Republic of Congo,2021-01,5113.0,80.0,0.0,0.0
349,Africa,Democratic Republic of Congo,2021-02,3142.0,36.0,0.0,0.0
350,Africa,Democratic Republic of Congo,2021-03,2229.0,36.0,0.0,0.0
351,Africa,Democratic Republic of Congo,2021-04,1711.0,23.0,1700.0,1700.0
352,Africa,Democratic Republic of Congo,2021-05,1798.0,16.0,21497.0,21497.0
353,Africa,Democratic Republic of Congo,2021-06,9185.0,142.0,0.0,0.0
354,Africa,Democratic Republic of Congo,2021-07,9081.0,114.0,58187.0,55674.0
355,Africa,Democratic Republic of Congo,2021-08,4946.0,21.0,16434.0,4210.0
356,Africa,Democratic Republic of Congo,2021-09,2074.0,25.0,38276.0,16758.0
357,Africa,Democratic Republic of Congo,2021-10,533.0,7.0,12590.0,10682.0
358,Africa,Democratic Republic of Congo,2021-11,764.0,16.0,44732.0,32392.0
359,Africa,Democratic Republic of Congo,2021-12,16559.0,98.0,140173.0,114100.0
360,Africa,Democratic Republic of Congo,2022-01,10586.0,73.0,134664.0,115551.0
361,Africa,Democratic Republic of Congo,2022-02,639.0,57.0,382478.0,381895.0
362,Africa,Democratic Republic of Congo,2022-03,730.0,2.0,0.0,0.0
363,Africa,Democratic Republic of Congo,2022-04,275.0,0.0,30509.0,47723.0
364,Africa,Djibouti,2020-03,30.0,0.0,0.0,0.0
365,Africa,Djibouti,2020-04,1059.0,2.0,0.0,0.0
366,Africa,Djibouti,2020-05,2265.0,22.0,0.0,0.0
367,Africa,Djibouti,2020-06,1328.0,30.0,0.0,0.0
368,Africa,Djibouti,2020-07,402.0,4.0,0.0,0.0
369,Africa,Djibouti,2020-08,303.0,2.0,0.0,0.0
370,Africa,Djibouti,2020-09,29.0,1.0,0.0,0.0
371,Africa,Djibouti,2020-10,145.0,0.0,0.0,0.0
372,Africa,Djibouti,2020-11,118.0,0.0,0.0,0.0
373,Africa,Djibouti,2020-12,152.0,0.0,0.0,0.0
374,Africa,Djibouti,2021-01,101.0,2.0,0.0,0.0
375,Africa,Djibouti,2021-02,134.0,0.0,0.0,0.0
376,Africa,Djibouti,2021-03,1936.0,7.0,0.0,0.0
377,Africa,Djibouti,2021-04,3098.0,73.0,13042.0,12547.0
378,Africa,Djibouti,2021-05,433.0,11.0,1901.0,0.0
379,Africa,Djibouti,2021-06,69.0,1.0,6414.0,0.0
380,Africa,Djibouti,2021-07,49.0,1.0,0.0,0.0
381,Africa,Djibouti,2021-08,99.0,1.0,36888.0,22849.0
382,Africa,Djibouti,2021-09,1061.0,10.0,6476.0,3238.0
383,Africa,Djibouti,2021-10,667.0,14.0,0.0,0.0
384,Africa,Djibouti,2021-11,26.0,5.0,0.0,0.0
385,Africa,Djibouti,2021-12,152.0,3.0,0.0,0.0
386,Africa,Djibouti,2022-01,1808.0,0.0,86034.0,91791.0
387,Africa,Djibouti,2022-02,83.0,0.0,9987.0,9862.0
388,Africa,Djibouti,2022-03,40.0,0.0,4812.0,4763.0
389,Africa,Djibouti,2022-04,24.0,0.0,9086.0,9043.0
390,Africa,Egypt,2020-02,1.0,0.0,0.0,0.0
391,Africa,Egypt,2020-03,709.0,46.0,0.0,0.0
392,Africa,Egypt,2020-04,4827.0,346.0,0.0,0.0
393,Africa,Egypt,2020-05,19448.0,567.0,0.0,0.0
394,Africa,Egypt,2020-06,43326.0,1994.0,0.0,0.0
395,Africa,Egypt,2020-07,25767.0,1852.0,0.0,0.0
396,Africa,Egypt,2020-08,4861.0,616.0,0.0,0.0
397,Africa,Egypt,2020-09,4259.0,509.0,0.0,0.0
398,Africa,Egypt,2020-10,4357.0,336.0,0.0,0.0
399,Africa,Egypt,2020-11,8356.0,384.0,0.0,0.0
400,Africa,Egypt,2020-12,22151.0,981.0,0.0,0.0
401,Africa,Egypt,2021-01,27889.0,1685.0,1315.0,1315.0
402,Africa,Egypt,2021-02,16473.0,1372.0,0.0,0.0
403,Africa,Egypt,2021-03,19707.0,1307.0,163219.0,163219.0
